customer_id,province,district,cluster_id,cluster_name,age,gender,budget_min_npr,budget_max_npr,preferred_brand,brand_loyalty_score,gaming_interest,camera_interest,battery_interest,display_interest,performance_interest,software_interest,value_interest,chipset_tier
CUST-735F78A7,Koshi Province,Panchthar,1,Mainstream Mid-Range Shopper,39,Male,33563,64196,Samsung,1.0,50.2,63.7,44.6,67.6,68.0,64.6,51.5,Mid
CUST-736E7EDB,Sudurpashchim Province,Kailali,0,Hardcore Gamer (Flagship),66,Female,30107,80325,Huawei,0.75,90.5,57.2,48.5,59.5,74.8,56.1,62.2,Flagship
CUST-7373AD95,Koshi Province,Panchthar,1,Mainstream Mid-Range Shopper,55,Male,41816,55648,Samsung,0.67,47.1,52.8,58.8,60.1,49.8,60.7,53.9,Mid
CUST-7373C71A,Lumbini Province,Parasi,2,Premium Flagship Shopper,46,Female,99480,194204,Vivo,0.33,52.9,60.8,83.2,53.8,59.4,47.2,63.6,Flagship
CUST-737ED887,Madhesh Province,Dhanusha,3,Budget Buyer,51,Male,8494,32546,Samsung,0.67,50.5,57.2,34.4,78.7,52.0,68.0,31.0,Budget
CUST-73925979,Bagmati Province,Sindhupalchok,2,Premium Flagship Shopper,36,Female,94641,229565,Samsung,0.0,45.4,50.5,69.0,55.6,51.6,56.6,72.8,Flagship
CUST-7398ECCA,Madhesh Province,Bara,1,Mainstream Mid-Range Shopper,42,Female,23248,53472,Samsung,0.0,50.2,51.2,58.2,47.2,50.9,59.6,59.8,Mid
CUST-739C8ABE,Madhesh Province,Sarlahi,3,Budget Buyer,46,Female,9007,22201,Oppo,0.67,51.6,57.3,54.8,49.0,46.4,50.3,74.3,Budget
CUST-73A5DB20,Madhesh Province,Mahottari,2,Premium Flagship Shopper,47,Male,73191,180736,Samsung,0.67,56.0,88.7,44.9,59.5,45.1,68.5,52.3,Flagship
CUST-73BD6F2E,Lumbini Province,Rolpa,1,Mainstream Mid-Range Shopper,44,Female,31520,61108,Xiaomi,0.67,51.2,89.7,53.9,47.7,46.7,61.8,58.9,Mid
CUST-73CAC762,Gandaki Province,Parbat,2,Premium Flagship Shopper,42,Male,97656,164248,Vivo,0.33,42.1,50.8,44.7,69.7,55.1,58.0,49.2,Flagship
CUST-73DCA520,Gandaki Province,Parbat,1,Mainstream Mid-Range Shopper,30,Male,20089,55831,Xiaomi,1.0,47.2,43.2,63.6,44.3,64.2,46.3,76.6,Mid
CUST-73E38CEC,Koshi Province,Sunsari,1,Mainstream Mid-Range Shopper,39,Female,27031,46405,Vivo,1.0,52.5,53.7,41.1,49.9,48.5,62.1,68.5,Mid
CUST-73E7CB94,Koshi Province,Morang,2,Premium Flagship Shopper,44,Female,119475,130079,Oppo,0.33,50.7,83.5,48.2,48.3,39.5,67.3,53.5,Flagship
CUST-73FC0E00,Sudurpashchim Province,Bajura,1,Mainstream Mid-Range Shopper,52,Female,30475,86148,Xiaomi,0.25,53.7,46.2,84.8,51.7,39.3,56.5,66.7,Mid
CUST-74241AB1,Koshi Province,Tehrathum,2,Premium Flagship Shopper,47,Male,109257,245531,Samsung,0.75,53.9,63.7,62.7,56.5,39.1,61.7,78.7,Flagship
CUST-74267E25,Bagmati Province,Kavrepalanchok,1,Mainstream Mid-Range Shopper,38,Female,22858,50942,Samsung,0.33,54.0,82.0,48.1,63.5,53.4,67.8,41.9,Mid
CUST-7427B6CC,Sudurpashchim Province,Darchula,0,Hardcore Gamer (Flagship),40,Female,28361,89475,Oppo,0.75,77.5,59.2,49.3,64.4,73.7,50.0,60.3,Mid
CUST-742DCDC2,Bagmati Province,Rasuwa,1,Mainstream Mid-Range Shopper,45,Male,23410,61460,Motorola,0.5,40.8,54.4,70.5,47.5,63.4,49.9,65.4,Mid
CUST-74336CA9,Madhesh Province,Sarlahi,2,Premium Flagship Shopper,55,Female,91908,179167,Tecno,1.0,40.6,47.4,50.2,67.5,52.2,57.7,37.0,Flagship
CUST-7434BF48,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,27,Male,21705,88976,Xiaomi,1.0,56.1,55.3,73.6,48.0,52.2,59.0,55.2,Mid
CUST-7442951F,Koshi Province,Bhojpur,3,Budget Buyer,63,Male,14741,34849,Samsung,0.67,44.3,46.3,54.9,64.1,50.8,58.6,60.1,Budget
CUST-744310E7,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,50,Female,35251,45378,Tecno,0.33,57.3,45.6,52.7,60.6,60.3,66.0,58.5,Mid
CUST-744F1806,Sudurpashchim Province,Kanchanpur,1,Mainstream Mid-Range Shopper,54,Female,40427,64744,Apple,0.33,51.8,60.4,80.4,51.2,47.6,59.3,71.4,Mid
CUST-748C483D,Lumbini Province,Gulmi,2,Premium Flagship Shopper,53,Male,75715,155305,Apple,0.67,50.6,81.9,46.2,55.2,51.3,64.1,55.6,Flagship
CUST-7492EC75,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,56,Male,25781,50868,Xiaomi,0.25,40.0,50.6,51.1,67.1,48.7,61.9,41.9,Mid
CUST-749C5EEF,Gandaki Province,Mustang,0,Hardcore Gamer (Flagship),40,Female,39871,88821,Huawei,1.0,89.7,57.7,54.9,70.9,68.5,47.8,46.9,Flagship
CUST-74A8EBA1,Madhesh Province,Mahottari,1,Mainstream Mid-Range Shopper,42,Female,31554,72126,Vivo,0.5,55.0,50.6,48.2,56.6,46.1,58.5,67.4,Mid
CUST-74ABC418,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,37,Male,9240,32483,Xiaomi,1.0,50.7,41.6,86.6,51.7,42.8,59.1,68.7,Budget
CUST-74B033DE,Lumbini Province,Arghakhanchi,2,Premium Flagship Shopper,37,Male,87387,219202,Oneplus,0.5,53.9,58.0,49.0,59.7,76.1,74.8,42.9,Flagship
CUST-74B59B2D,Bagmati Province,Sindhuli,2,Premium Flagship Shopper,47,Male,105855,236855,Oppo,0.5,60.0,87.3,46.8,55.1,50.2,52.6,50.1,Flagship
CUST-74B5A2A6,Koshi Province,Ilam,1,Mainstream Mid-Range Shopper,40,Male,20563,69347,Oppo,0.75,50.7,47.0,68.9,51.0,46.5,49.3,59.5,Mid
CUST-74CE2811,Gandaki Province,Parbat,2,Premium Flagship Shopper,38,Male,89200,197851,Huawei,0.67,55.9,56.9,76.5,53.9,46.2,50.5,59.5,Flagship
CUST-74DC9954,Gandaki Province,Manang,2,Premium Flagship Shopper,72,Female,84706,171890,Apple,1.0,50.2,86.6,57.6,48.5,47.5,69.0,45.1,Flagship
CUST-750535C1,Bagmati Province,Ramechhap,1,Mainstream Mid-Range Shopper,57,Female,31789,47213,Xiaomi,0.33,59.9,53.0,75.0,48.6,45.5,46.0,60.0,Mid
CUST-75393684,Gandaki Province,Syangja,1,Mainstream Mid-Range Shopper,30,Male,37454,69852,Huawei,1.0,50.4,55.0,68.5,48.2,51.2,47.2,65.1,Mid
CUST-754402A3,Karnali Province,Mugu,0,Hardcore Gamer (Flagship),34,Female,32342,70868,Vivo,1.0,83.2,53.4,48.8,63.2,70.5,48.8,43.6,Flagship
CUST-75451632,Madhesh Province,Parsa,3,Budget Buyer,53,Male,16857,34258,Samsung,0.0,39.5,42.4,48.1,68.6,61.8,44.5,50.2,Budget
CUST-755312BA,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,41,Female,79056,136820,Realme,0.33,44.7,49.0,81.4,48.8,47.2,42.5,75.2,Flagship
CUST-7571BD77,Karnali Province,Surkhet,2,Premium Flagship Shopper,63,Male,84642,239711,Oppo,1.0,32.3,54.8,60.8,63.3,44.9,64.1,77.1,Flagship
CUST-757B7F7B,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,58,Female,71106,178964,Apple,1.0,45.8,95.9,53.8,53.3,48.7,67.7,51.9,Flagship
CUST-757F2735,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,40,Male,26832,56927,Xiaomi,0.33,45.5,52.5,65.4,59.1,31.5,54.0,65.3,Mid
CUST-759A2B39,Bagmati Province,Lalitpur,1,Mainstream Mid-Range Shopper,32,Female,29166,75981,Realme,0.75,54.4,54.4,52.9,53.5,63.0,71.2,50.6,Mid
CUST-75A4B784,Sudurpashchim Province,Kailali,0,Hardcore Gamer (Flagship),47,Female,84919,185177,Samsung,0.6,85.2,43.9,54.4,64.0,80.5,44.1,53.9,Flagship
CUST-75A92759,Koshi Province,Dhankuta,1,Mainstream Mid-Range Shopper,40,Female,44142,73275,Vivo,0.67,48.3,58.4,50.3,71.8,67.4,51.7,50.9,Mid
CUST-75B7D96E,Lumbini Province,Palpa,1,Mainstream Mid-Range Shopper,61,Female,42465,81163,Vivo,1.0,52.7,45.2,52.6,65.5,63.5,45.2,55.1,Mid
CUST-75C53549,Lumbini Province,Parasi,1,Mainstream Mid-Range Shopper,36,Male,15478,28280,Xiaomi,0.4,58.7,56.7,93.1,61.0,53.8,52.1,63.1,Budget
CUST-75EC0CC9,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,64,Male,31762,75144,Huawei,0.67,56.9,47.8,54.6,56.5,83.2,53.3,48.0,Mid
CUST-75EEF32B,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,75,Female,38865,79507,Realme,0.75,42.3,44.7,50.9,62.1,46.3,50.3,64.2,Mid
CUST-75F0CF12,Gandaki Province,Nawalpur,3,Budget Buyer,47,Male,7599,32793,Infinix,0.67,60.3,38.5,68.9,43.7,41.7,40.3,66.1,Budget
CUST-75F5623B,Lumbini Province,Pyuthan,1,Mainstream Mid-Range Shopper,37,Male,21758,88034,Samsung,0.5,55.7,45.7,49.1,73.5,56.8,67.5,45.4,Mid
CUST-75FA1519,Madhesh Province,Parsa,0,Hardcore Gamer (Flagship),42,Female,72297,203567,Oppo,0.75,87.7,43.0,44.4,63.7,75.5,59.5,50.4,Flagship
CUST-76434815,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,39,Male,42724,75187,Vivo,0.67,35.4,62.0,46.8,70.1,74.0,66.0,51.0,Mid
CUST-7648A45A,Karnali Province,Kalikot,1,Mainstream Mid-Range Shopper,48,Male,22746,70276,Nokia,1.0,48.9,44.1,57.3,75.7,44.9,57.5,46.7,Mid
CUST-76643539,Koshi Province,Khotang,1,Mainstream Mid-Range Shopper,37,Male,41033,53957,Oneplus,1.0,54.3,50.6,52.7,59.2,54.4,62.0,44.6,Mid
CUST-7667EC48,Gandaki Province,Baglung,2,Premium Flagship Shopper,48,Male,108833,221545,Apple,1.0,49.6,61.4,48.0,47.2,58.1,71.3,62.1,Flagship
CUST-766C173D,Lumbini Province,Banke,3,Budget Buyer,71,Male,15866,28915,Xiaomi,0.67,44.1,51.9,65.0,43.1,42.7,48.2,72.3,Budget
CUST-7678116D,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,56,Male,87850,232742,Motorola,0.5,54.9,57.4,48.8,80.1,46.6,57.8,37.2,Flagship
CUST-769FBF3E,Sudurpashchim Province,Baitadi,2,Premium Flagship Shopper,50,Male,74567,208580,Nokia,0.67,44.6,55.2,58.0,75.6,65.8,62.6,60.9,Flagship
CUST-76BCB497,Lumbini Province,Parasi,2,Premium Flagship Shopper,47,Male,103907,176663,Xiaomi,0.33,53.5,60.7,61.6,46.5,52.0,44.6,75.9,Flagship
CUST-76F5D25C,Sudurpashchim Province,Kanchanpur,1,Mainstream Mid-Range Shopper,54,Female,34949,88862,Samsung,0.67,59.6,52.5,59.8,57.4,49.2,59.5,73.4,Mid
CUST-76FAE75F,Karnali Province,Mugu,0,Hardcore Gamer (Flagship),61,Male,84374,247647,Realme,0.6,89.5,52.5,50.1,66.9,77.4,66.8,59.7,Flagship
CUST-770511F4,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,56,Female,42690,53094,Vivo,0.75,54.2,44.7,52.5,58.1,75.1,77.0,46.0,Mid
CUST-770F5CDC,Sudurpashchim Province,Kanchanpur,1,Mainstream Mid-Range Shopper,58,Female,35232,62280,Samsung,0.5,47.4,58.0,81.1,55.8,58.6,50.4,54.8,Mid
CUST-7720D3E8,Koshi Province,Jhapa,1,Mainstream Mid-Range Shopper,52,Female,36333,81860,Samsung,0.33,61.1,44.3,73.2,62.4,47.9,46.4,74.3,Mid
CUST-7730FBBC,Koshi Province,Dhankuta,1,Mainstream Mid-Range Shopper,62,Female,28838,52065,Samsung,1.0,49.2,56.8,61.0,62.4,52.2,41.9,75.4,Mid
CUST-773AF769,Koshi Province,Jhapa,1,Mainstream Mid-Range Shopper,60,Female,22455,83969,Samsung,0.6,53.4,47.1,78.7,41.1,54.0,51.9,55.3,Mid
CUST-775E0CB8,Gandaki Province,Tanahun,1,Mainstream Mid-Range Shopper,47,Female,43085,52753,Apple,0.25,57.8,47.2,59.7,45.3,49.4,64.5,57.7,Mid
CUST-775EDE68,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,59,Male,40831,77420,Samsung,0.67,46.2,44.3,49.7,51.5,59.0,54.6,65.7,Mid
CUST-77754012,Koshi Province,Jhapa,3,Budget Buyer,49,Male,14325,30459,Oppo,0.33,47.3,49.2,55.8,60.9,64.8,56.4,50.3,Budget
CUST-778035CF,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,51,Female,24402,80432,Xiaomi,0.67,55.4,55.6,66.0,52.9,55.4,59.6,83.4,Mid
CUST-77A0D4CE,Madhesh Province,Parsa,3,Budget Buyer,38,Male,11044,27526,Realme,0.33,57.6,49.0,54.1,49.0,73.2,73.7,65.5,Budget
CUST-77A8B1AD,Sudurpashchim Province,Doti,1,Mainstream Mid-Range Shopper,55,Male,32622,59496,Tecno,0.6,49.1,58.3,63.1,50.3,44.6,64.8,74.9,Mid
CUST-77AD6522,Bagmati Province,Sindhupalchok,2,Premium Flagship Shopper,37,Male,103437,126088,Apple,1.0,39.7,55.6,46.4,53.3,53.8,67.3,44.1,Flagship
CUST-77AF45DB,Sudurpashchim Province,Bajura,2,Premium Flagship Shopper,34,Female,111545,221852,Samsung,1.0,50.3,48.2,51.5,64.9,71.1,66.0,53.2,Flagship
CUST-77B625CA,Lumbini Province,Parasi,1,Mainstream Mid-Range Shopper,64,Male,28378,85977,Apple,0.67,42.1,53.1,71.4,51.6,42.4,61.5,63.1,Mid
CUST-77BA321F,Sudurpashchim Province,Kailali,3,Budget Buyer,61,Female,15161,23801,Samsung,0.67,48.5,43.5,74.5,66.0,52.9,67.2,63.8,Budget
CUST-77DAC28E,Bagmati Province,Dolakha,3,Budget Buyer,51,Female,7161,33214,Xiaomi,0.33,52.7,91.6,56.1,52.3,53.6,63.6,55.7,Budget
CUST-77DDFC0E,Bagmati Province,Bhaktapur,1,Mainstream Mid-Range Shopper,55,Male,20169,70199,Vivo,1.0,50.5,53.0,42.1,72.2,46.5,60.1,49.2,Mid
CUST-77DE0D56,Madhesh Province,Siraha,1,Mainstream Mid-Range Shopper,54,Female,36644,52043,Infinix,0.6,38.4,48.7,59.5,48.6,53.5,46.6,70.8,Mid
CUST-77EEA5E1,Lumbini Province,Gulmi,3,Budget Buyer,53,Male,11727,23354,Huawei,1.0,53.3,55.1,73.8,40.8,47.6,55.8,50.9,Budget
CUST-77FE48A8,Koshi Province,Sankhuwasabha,1,Mainstream Mid-Range Shopper,56,Female,30923,81062,Vivo,0.5,52.5,57.2,49.8,63.4,82.1,59.0,48.0,Mid
CUST-780874D6,Sudurpashchim Province,Baitadi,2,Premium Flagship Shopper,41,Male,105806,239430,Xiaomi,0.67,76.8,46.3,52.7,65.9,63.6,56.2,53.7,Flagship
CUST-784E994E,Bagmati Province,Dhading,2,Premium Flagship Shopper,47,Other,92685,213422,Oppo,0.5,45.2,52.5,59.3,59.2,58.4,62.4,52.1,Flagship
CUST-7870483B,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,37,Female,40308,66246,Xiaomi,0.5,41.9,39.2,59.6,45.7,50.4,45.7,78.2,Mid
CUST-787CF598,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,70,Female,32719,54826,Samsung,1.0,47.3,50.7,50.5,56.9,55.3,59.5,77.4,Mid
CUST-788B171B,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,55,Male,28819,55026,Samsung,0.67,55.5,44.6,58.7,52.6,77.4,71.4,55.9,Mid
CUST-788C2716,Sudurpashchim Province,Doti,2,Premium Flagship Shopper,36,Female,113132,132324,Realme,0.67,41.6,58.0,78.3,46.7,49.4,42.0,78.8,Flagship
CUST-789123DB,Sudurpashchim Province,Kailali,2,Premium Flagship Shopper,44,Female,76291,134108,Samsung,0.0,44.6,41.6,88.6,50.8,52.6,50.7,65.1,Flagship
CUST-789252B1,Koshi Province,Khotang,2,Premium Flagship Shopper,43,Male,109488,227859,Realme,0.0,52.0,88.2,49.1,59.0,42.6,60.7,66.4,Flagship
CUST-7893C71A,Karnali Province,Jajarkot,1,Mainstream Mid-Range Shopper,48,Female,29281,57067,Samsung,1.0,52.5,38.9,73.0,42.3,54.0,56.2,53.8,Mid
CUST-789DA39F,Bagmati Province,Bhaktapur,0,Hardcore Gamer (Flagship),49,Female,41197,62640,Xiaomi,0.67,87.1,49.1,60.8,67.9,72.7,69.2,57.9,Flagship
CUST-78A52ABD,Madhesh Province,Saptari,0,Hardcore Gamer (Flagship),41,Male,37345,88955,Xiaomi,1.0,79.7,56.6,54.2,61.8,75.9,41.2,64.3,Mid
CUST-78A715FD,Lumbini Province,Eastern Rukum,2,Premium Flagship Shopper,44,Male,118056,129628,Oppo,1.0,51.7,53.5,83.4,49.6,49.7,48.9,60.1,Flagship
CUST-78AB550A,Gandaki Province,Kaski,0,Hardcore Gamer (Flagship),69,Male,112648,132801,Nokia,0.5,77.6,49.0,63.3,66.8,74.0,48.5,51.1,Flagship
CUST-78B746F9,Koshi Province,Dhankuta,2,Premium Flagship Shopper,69,Male,104172,216731,Samsung,1.0,55.7,39.5,46.8,62.0,80.6,61.6,64.7,Flagship
CUST-78BEE70E,Bagmati Province,Dhading,1,Mainstream Mid-Range Shopper,59,Female,40102,53819,Oppo,0.33,54.8,62.5,47.7,53.2,53.2,50.5,63.5,Mid
CUST-78D346C6,Koshi Province,Solukhumbu,1,Mainstream Mid-Range Shopper,53,Female,22272,82460,Samsung,0.75,54.3,59.9,43.6,79.5,63.1,67.7,52.8,Mid
CUST-79038B93,Gandaki Province,Tanahun,2,Premium Flagship Shopper,46,Female,79266,225818,Xiaomi,0.33,53.3,51.3,60.6,68.8,54.6,66.2,50.1,Flagship
CUST-79075234,Lumbini Province,Dang,1,Mainstream Mid-Range Shopper,53,Male,24869,84532,Oppo,0.0,47.4,57.7,58.7,42.7,49.0,53.5,61.7,Mid
CUST-7918921D,Bagmati Province,Sindhuli,2,Premium Flagship Shopper,29,Female,96469,227622,Apple,0.5,50.6,57.7,53.6,50.4,41.3,56.6,54.5,Flagship
CUST-7920F76B,Koshi Province,Dhankuta,2,Premium Flagship Shopper,49,Male,115299,220115,Apple,0.33,55.5,59.7,49.5,49.2,40.0,75.5,62.1,Flagship
CUST-79272B03,Koshi Province,Ilam,1,Mainstream Mid-Range Shopper,56,Male,24552,66909,Samsung,1.0,52.0,48.6,53.7,69.3,63.6,47.8,50.8,Mid
CUST-7930C33B,Sudurpashchim Province,Kailali,0,Hardcore Gamer (Flagship),53,Female,34191,60253,Motorola,0.67,87.3,51.1,60.6,62.7,77.0,38.9,46.9,Flagship
CUST-79460D9A,Karnali Province,Jumla,0,Hardcore Gamer (Flagship),44,Male,22884,87136,Xiaomi,0.33,94.4,45.5,53.3,63.2,70.4,54.3,58.2,Flagship
CUST-794632AA,Madhesh Province,Dhanusha,2,Premium Flagship Shopper,44,Female,101116,122096,Apple,0.67,50.0,67.3,75.0,54.4,56.1,60.4,65.0,Flagship
CUST-79469E3F,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,41,Female,40102,61540,Oneplus,0.25,45.1,92.0,51.9,45.2,49.4,68.6,52.1,Mid
CUST-79482BDE,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,37,Male,43776,71991,Xiaomi,1.0,45.0,46.7,54.4,43.6,58.6,53.0,66.2,Mid
CUST-795CCFBE,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,55,Female,36713,56922,Vivo,1.0,51.7,47.9,65.9,55.2,53.9,47.9,75.1,Mid
CUST-7968636D,Koshi Province,Sunsari,2,Premium Flagship Shopper,75,Female,115450,210932,Samsung,0.67,41.8,39.6,69.0,50.1,59.4,61.7,57.4,Flagship
CUST-796DA440,Koshi Province,Sankhuwasabha,1,Mainstream Mid-Range Shopper,54,Male,27692,49200,Samsung,0.33,49.0,42.6,57.0,46.6,51.8,53.7,56.3,Mid
CUST-797D2E54,Madhesh Province,Parsa,0,Hardcore Gamer (Flagship),57,Male,25559,48587,Xiaomi,0.67,97.7,44.0,57.3,65.7,66.7,43.2,68.1,Flagship
CUST-79822394,Madhesh Province,Dhanusha,3,Budget Buyer,55,Female,17652,22652,Nokia,1.0,56.2,61.8,44.5,50.5,53.1,55.1,63.3,Budget
CUST-79885E78,Gandaki Province,Myagdi,1,Mainstream Mid-Range Shopper,69,Male,24712,88492,Realme,0.75,52.6,42.8,81.1,57.7,35.8,41.7,71.4,Mid
CUST-799BEDF2,Madhesh Province,Sarlahi,1,Mainstream Mid-Range Shopper,50,Female,30126,61688,Honor,1.0,52.5,48.5,69.4,47.6,43.8,56.0,74.8,Mid
CUST-799DE89F,Gandaki Province,Syangja,0,Hardcore Gamer (Flagship),56,Female,34743,74595,Motorola,0.75,85.8,58.2,60.5,69.2,80.6,46.2,63.9,Flagship
CUST-79A201C5,Bagmati Province,Kavrepalanchok,3,Budget Buyer,74,Female,12169,34161,Samsung,0.6,60.5,56.0,58.3,56.3,34.2,50.1,72.7,Budget
CUST-79A63B18,Bagmati Province,Dhading,2,Premium Flagship Shopper,59,Female,87678,194909,Huawei,1.0,51.9,56.6,52.3,58.5,63.8,74.8,49.9,Flagship
CUST-79D9FCB2,Karnali Province,Dolpa,2,Premium Flagship Shopper,36,Male,72459,157353,Xiaomi,0.25,43.5,48.8,51.0,76.1,39.5,60.7,31.5,Flagship
CUST-79E018D0,Koshi Province,Jhapa,2,Premium Flagship Shopper,50,Other,90944,220564,Xiaomi,0.5,58.6,43.3,61.6,72.6,56.8,68.9,60.2,Flagship
CUST-79EDE636,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,61,Male,24090,50307,Xiaomi,0.67,47.8,55.2,60.3,44.7,56.7,50.3,64.7,Mid
CUST-79F0B997,Koshi Province,Khotang,2,Premium Flagship Shopper,51,Female,98562,125728,Realme,0.8,57.6,57.7,62.9,57.5,45.4,55.9,66.5,Flagship
CUST-7A00D123,Sudurpashchim Province,Darchula,0,Hardcore Gamer (Flagship),44,Female,29991,61944,Vivo,0.2,85.3,56.5,51.9,67.9,71.8,49.5,49.4,Flagship
CUST-7A016C2F,Sudurpashchim Province,Kailali,1,Mainstream Mid-Range Shopper,72,Female,20697,63700,Apple,0.33,45.6,53.0,50.3,52.1,68.4,75.2,53.6,Mid
CUST-7A0176F6,Bagmati Province,Nuwakot,3,Budget Buyer,41,Male,11681,22344,Realme,1.0,45.0,61.1,46.7,72.4,49.2,60.2,50.6,Budget
CUST-7A03AAD7,Karnali Province,Salyan,1,Mainstream Mid-Range Shopper,48,Other,26106,57082,Apple,0.67,56.9,68.0,50.8,71.7,49.0,70.8,41.7,Mid
CUST-7A116F76,Madhesh Province,Siraha,1,Mainstream Mid-Range Shopper,60,Female,42074,71934,Vivo,1.0,55.0,61.2,55.1,43.3,48.5,61.5,60.3,Mid
CUST-7A36523B,Bagmati Province,Kavrepalanchok,1,Mainstream Mid-Range Shopper,37,Male,41154,76635,Xiaomi,0.67,53.8,48.7,62.1,48.9,46.2,46.4,65.9,Mid
CUST-7A3BA123,Madhesh Province,Parsa,1,Mainstream Mid-Range Shopper,52,Male,38164,76399,Xiaomi,1.0,59.0,60.1,62.8,51.9,36.5,53.8,73.2,Mid
CUST-7A3C1204,Lumbini Province,Dang,0,Hardcore Gamer (Flagship),38,Male,26894,83899,Xiaomi,0.75,81.7,50.3,50.9,65.2,80.1,50.8,65.7,Flagship
CUST-7A3EDA28,Bagmati Province,Chitwan,1,Mainstream Mid-Range Shopper,54,Female,29043,56985,Samsung,1.0,57.2,43.3,67.0,56.2,52.4,53.1,62.4,Mid
CUST-7A56F43C,Lumbini Province,Rupandehi,0,Hardcore Gamer (Flagship),52,Male,26920,45663,Apple,0.25,86.8,66.0,44.3,71.2,81.7,58.3,58.3,Flagship
CUST-7A6DC370,Koshi Province,Ilam,1,Mainstream Mid-Range Shopper,41,Other,29458,76521,Vivo,0.75,47.8,49.4,48.3,57.7,67.4,55.6,40.6,Mid
CUST-7A72215F,Sudurpashchim Province,Doti,1,Mainstream Mid-Range Shopper,37,Male,43984,50928,Xiaomi,0.25,54.7,55.8,78.9,45.6,44.6,51.9,68.9,Mid
CUST-7A7BE958,Gandaki Province,Lamjung,1,Mainstream Mid-Range Shopper,46,Female,29172,57647,Huawei,0.5,57.0,67.0,67.3,37.4,57.8,48.0,70.3,Mid
CUST-7A7DF517,Karnali Province,Surkhet,1,Mainstream Mid-Range Shopper,53,Female,41275,58024,Realme,1.0,52.5,45.8,69.7,65.8,45.2,45.8,86.8,Mid
CUST-7A96D7BE,Lumbini Province,Rupandehi,1,Mainstream Mid-Range Shopper,42,Female,42027,88025,Vivo,0.75,56.7,59.3,61.2,45.0,48.0,45.8,72.9,Mid
CUST-7AA7424E,Madhesh Province,Saptari,1,Mainstream Mid-Range Shopper,51,Female,30216,74261,Motorola,1.0,56.0,46.2,59.6,53.0,56.2,56.6,45.6,Mid
CUST-7AC02C77,Koshi Province,Morang,1,Mainstream Mid-Range Shopper,51,Female,35188,69596,Samsung,1.0,47.9,50.0,46.6,78.9,47.9,66.2,40.0,Mid
CUST-7AD5690A,Madhesh Province,Parsa,2,Premium Flagship Shopper,41,Female,99518,193876,Samsung,0.8,54.2,57.5,53.9,60.1,70.8,63.5,43.1,Flagship
CUST-7B239A4E,Bagmati Province,Rasuwa,1,Mainstream Mid-Range Shopper,29,Female,21787,65430,Apple,0.6,33.2,89.6,41.5,55.6,50.0,73.9,44.2,Mid
CUST-7B251721,Koshi Province,Ilam,1,Mainstream Mid-Range Shopper,34,Male,43804,78868,Apple,1.0,54.3,53.1,59.1,59.0,80.0,75.0,37.5,Mid
CUST-7B25A6D8,Lumbini Province,Rupandehi,2,Premium Flagship Shopper,41,Female,110748,140478,Samsung,0.4,49.1,45.5,68.3,60.5,43.6,57.9,44.7,Flagship
CUST-7B28AC5F,Madhesh Province,Dhanusha,0,Hardcore Gamer (Flagship),41,Male,27569,86533,Oppo,0.67,79.5,62.4,50.0,77.8,76.1,68.2,56.5,Mid
CUST-7B324E19,Madhesh Province,Dhanusha,1,Mainstream Mid-Range Shopper,36,Male,41867,65771,Oppo,1.0,53.5,58.8,65.8,52.1,60.7,50.1,55.4,Mid
CUST-7B36ABF3,Bagmati Province,Sindhupalchok,1,Mainstream Mid-Range Shopper,52,Female,40173,81096,Apple,0.5,50.2,54.5,78.9,39.0,52.7,52.8,60.8,Mid
CUST-7B3C04C3,Bagmati Province,Kathmandu,1,Mainstream Mid-Range Shopper,43,Male,27467,86959,Apple,0.67,47.3,94.5,49.8,46.3,46.8,73.0,49.9,Mid
CUST-7B3EDD07,Lumbini Province,Banke,1,Mainstream Mid-Range Shopper,75,Female,34706,66484,Vivo,0.5,55.6,53.0,77.2,54.5,54.7,52.2,60.4,Mid
CUST-7B3F3058,Koshi Province,Jhapa,1,Mainstream Mid-Range Shopper,69,Female,27367,87245,Oppo,1.0,41.6,52.3,72.9,46.5,54.1,53.3,57.1,Mid
